bank_name,branch_name,location,review,rating,date,sentiment_label,dominant_topic
Bank Populaire,"Bank Populaire - HWVX+Q83, Av. Al Orouba, Marrakech","HWVX+Q83, Av. Al Orouba, Marrakech","If I coud give no stars, I'll definitely do that. Very poor customer service,  rude, impolite Manger. Came multiple time to open an account. Unable to handle customers needs.",1,2025-02-14T10:49:18.715281Z,negative,Service client négatif
Bank Populaire,"Bank Populaire - HWVX+Q83, Av. Al Orouba, Marrakech","HWVX+Q83, Av. Al Orouba, Marrakech","They stole 2000DH from me through the ATM. I went to withdraw money with my card from another entity, the operation is apparently about to finish correctly because I heard that the bills were being counted, but at the moment of opening the flap to take out the bills, the ATM shows an error message that the operation could not be carried out and I do not get the money or a receipt that the operation has not been carried out.
When I went to complain to the director, she told me not to worry and that the amount would be returned to me 48 hours later (when I consulted my statement, that amount was blocked). Days later the refund is consolidated and I do not receive any credit of my money.

I am going to sue this entity for stealing from me.",1,2024-08-26T15:15:33.099234Z,negative,Ouverture de compte en agence
Bank Populaire,"Bank Populaire - HWVX+Q83, Av. Al Orouba, Marrakech","HWVX+Q83, Av. Al Orouba, Marrakech","Open the other counters to improve operation and make it easier and faster, the only open counter is on the telephone. I understand if it's a work phone code apart from the bank but it's all that, ((labas bikheR kidayRin hhhh wa bzzaf.))

We're tired of always being patient 🤦‍♂️🤦‍♂️🤦‍♂️.

We don't have time to wait all day for a transfer or to collect a money order.

Everyone has plenty of things to do during this wasted time...",2,2024-06-04T11:05:52.838978Z,negative,Temps d'attente et expérience générale
Bank Populaire,"Bank Populaire - HWVX+Q83, Av. Al Orouba, Marrakech","HWVX+Q83, Av. Al Orouba, Marrakech","Fait attack
Bed service
Ta3amol khaib bzaaaf",1,2024-12-04T12:36:50.013835Z,negative,Opérations bancaires et accès aux services
Bank Populaire,"Bank Populaire - HWVX+Q83, Av. Al Orouba, Marrakech","HWVX+Q83, Av. Al Orouba, Marrakech","Staff up to par, Mr Ali, the director....",5,2024-05-31T20:05:21.640389Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech","This building is run by absolute children. It’s an embarrassment to Moroccans everywhere.

The idea that anyone would do business as poorly as this Attijariwafa is absolutely shocking. I’ve spoken to almost every single person that works here including the manager and I’ve seen 2 years olds with more competence and better work ethic than this pathetic group of “adults”.

I made the mistake of going here and now I am trapped. I’m not allowed to do my business at any other location.

Avoid at all costs!!",1,2024-05-20T11:46:47.416789Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech",Services takes so long you think you ask for Russia visa,1,2024-08-05T12:58:11.612882Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech",Bad service they don't answer calls and they disrespect their clients ashamed to have an agency like that,1,2023-10-17T10:41:06.572654Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech","Visiting morocco from usa, used many atms here and tried this one, said withdrawal was declined even though inhave $23,000 in account, tried again, still failed, checked my bank and they withdrew the cash, went next day to speak to them and they said they cant do anything for me, they could of sinply checked the atm and seen the error but seems like they have it setup this way, took my money and caused scene at the bank, super rude, employees dont care, very unprofessional insulted me with curse words, avoide this bank like the plague from a fellow American",1,2018-07-17T03:06:32.501Z,negative,Ouverture de compte en agence
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech","Great service, with welcome smiles from all the staff - so happy to be a client here",5,2023-06-26T01:39:13.825943Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh",Hello I'm going to the agency the cashier was taking his lunch break can you wait half an hour. This is unacceptable only one teller the bank is open and he is eating and no one can replace her never in my life I have seen that.. I return to the bank in the afternoon and there sorry ma'am there is no connection fortunately next to the teller there was another very competent young person she suddenly managed to unblock the system frankly it's a shame. Sometimes there are ten or fifteen of us waiting and as at the counter it's slow in the morning not too fast in the afternoon so we wait or we leave. I seriously think that the organization of this agency needs to be reviewed because I have never seen that in my life and I am over 70 years old....... It seems to me that when the cashier has his lunch someone can replace him. It seems that if he is not there one day the bank will stop giving money. I hope you can review the organization for this agency. THANKS. I dare to hope that the messages are read.,1,2025-02-05T19:11:15.119774Z,neutral,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","Opinion on my recent experience at the Ibn Tofaïl agency

A loyal customer for many years, I went to your agency yesterday to make a simple cash withdrawal. My experience was unfortunately frustrating for several reasons:

Lack of clear signage at the counters:
Three counters were open, but no sign or indication specified the services offered at each. I chose an ATM at random and, after a few minutes of waiting, the teller informed me that it was not the right place for withdrawals. With profits of 3.5 billion DHR in 2023, is it not possible to invest in simple signs to guide customers?

Unreasonable waiting time:
After reaching the right counter, I waited more than 20 minutes even though there were only two customers in front of me. The slowness of the service was mainly due to the unavailability of a manager, essential to validate an operation. This absence paralyzed the process.

Incomprehensible administrative requirements:
Finally arriving at the counter to make my withdrawal, providing my account number and my national card, I was asked... for the passport used when opening the account. This appears to be a “regulatory” requirement. However, this passport has obviously expired (every passport in the world expires after a certain time) for years and is therefore no longer in my possession. Such a request is both illogical and a source of frustration, especially since the ID presented proves my identity indisputably.
Following my objection, the manager told me that my current passport could be suitable. So there’s the pompom! They quote me the regulations (passport used when opening the account) and then, we take the liberty of not respecting them, we accept another passport, but not a national card!!!

These various points reflect a total lack of consideration for customers and a lack of organization. A visit to an agency should be simple, quick and efficient, especially for routine operations such as withdrawals.

A soon to be ex-client of the Banque Populaire",1,2024-12-18T08:28:10.369542Z,positive,Temps d'attente et expérience générale
Banque Populaire,"Banque Populaire - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh",Customer for twenty years. Requesting consumer credit subsidized by the Mohammed 6 foundation. Normally 0%. So 2 surprises a certain injad insurance and death and disability insurance 400 dhs annually. If there is the possibility of giving zero stars I would not miss it. It's shameful and you make us sign things quickly (we're not stupid but I thought there was moral contact between us). Decision made change bank as soon as possible and no longer recommend....,1,2023-03-21T11:35:58.110925Z,neutral,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","I requested an account transfer from this agency to another agency closer to me, unfortunately no response, I made the request a second time after 7 months, this time I was sure of sending the request but still no response.
They still say they haven't received the request.",1,2023-11-27T13:26:41.907678Z,negative,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","Poor service with no professionalism.  We came for a payment, we were made to wait under the pretext that the cashier was on lunch break and it was almost 3 p.m.",1,2023-07-24T13:58:45.357730Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - M254+M63, Marrakech","M254+M63, Marrakech","These people don't deserve one start if I have option to rate them -5 starts I will . The only one who wears the mask is the security because he works with an other company,but the employee who work inside they don't wear mask and that will spread the virus and no health apartment watching these rude people to obey the rule against the virus. Bad service.",1,2021-04-01T11:19:15.034442Z,negative,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - M254+M63, Marrakech","M254+M63, Marrakech","It's one of bank popular agency, have one ATM outside available 24h/7d",3,2019-11-03T15:25:57.469392Z,positive,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - M254+M63, Marrakech","M254+M63, Marrakech",Poor service,1,2019-05-08T11:17:15.353512Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - M254+M63, Marrakech","M254+M63, Marrakech","I rate it zero, bad service",1,2025-02-03T09:22:29.499155Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - M254+M63, Marrakech","M254+M63, Marrakech","Poor customer reception
Very Bad behavior of the grumpy cashier no respect for customers
avoid this agency
I advise those in charge to review the agency's camera recordings",1,2022-08-12T11:54:13.620061Z,negative,Service client négatif
Bmci,"Bmci - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","🏆 TOP TIP: Cash machine is perfectly located for all the main shops and restaurants of Gueliz.

I love this centrally based cash machine. Although many places I’m Gueliz take cards (always carry your plastic card not just the digital card on your phone), paying in local currency for taxis and some places is still important.

This is a reliable cash machine and has options in many languages.

Hidden Marrakech",5,2023-05-15T19:04:17.811250Z,positive,Avis positifs et satisfaction client
Bmci,"Bmci - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech",i wanted to walk out from the bank with my issue solved but not at all the guy who is working there insisted that i have to givehim my bank card to fixmy problem never before in any other bank i had to give my credit card to any worker,1,2024-07-22T15:47:09.949272Z,positive,Opérations bancaires et accès aux services
Bmci,"Bmci - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","After 40 years of work at BNP, it seemed normal to me to open my MAD account transferable to BMCI. What an error, after having been received on February 9, 2024 by a customer advisor, and provided all the necessary and valid documents, today 3 months later we do not have a RIB. It is impossible to have a meeting with the Agency Director, nor with the Entity Director. We were patient, made complaints, supposedly relayed by our kind Advisor, exchanges of messages supposedly transmitted by him to his validation services. Today, after a new attempt, we were ignored by the Agency Director and his superior, humiliated by this Management which, by its contempt, does not make us want to continue possible relationships which started so badly. We were patient, but more confident. We entered a Banque Populaire branch, received straight away by a charming Branch Manager, and not by a subordinate whose skills I could question, and with a minimum of documents, the account opening was easy. IMMEDIATE Flee this BMCI agency friends of Guéliz and Marrakech, don't waste your time.",1,2024-05-08T16:17:45.093965Z,positive,Service client négatif
Bmci,"Bmci - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","Do not answer the phone, plus their counters pose problems",1,2024-09-09T13:38:44.480919Z,negative,Problèmes de communication (appels non répondus)
Bmci,"Bmci - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","The worst agency ever, to avoid. No receipt of account statements, extreme slowness in responding to emails (you have to constantly relaunch them and even no response), cumbersome paperwork to just validate a beneficiary, do not answer the phone in short, the slightest request is a real ordeal in this agency especially if you have a professional account there. They don't know about digitalization. Choose another bank, it will save you time.",1,2020-12-17T09:50:27.216250Z,negative,Opérations bancaires et accès aux services
Bmci,"Bmci - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",Good service,3,2015-12-21T23:36:17.813Z,positive,Avis positifs et satisfaction client
Bmci,"Bmci - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","Less than zero service, inappropriate behavior towards customers, and the bank manager was not present for more than 3 hours of waiting 🥱 and she did not come on the basis that she went to lunch ☹️
Knowing that there was only a security guard and a receptionist",1,2024-09-20T19:08:07.012738Z,positive,Problèmes de communication (appels non répondus)
Bmci,"Bmci - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","I do not recommend this bank, zero service, slow staff and do not understand or pretend not to understand the requests. As a result, we waste a lot of time doing things in this agency. There is still a system problem.",1,2024-02-16T14:02:11.201528Z,negative,Service client négatif
Bmci,"Bmci - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",It's good,4,2017-03-22T01:02:13.572Z,positive,Avis positifs et satisfaction client
Bmci,"Bmci - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",bad,1,2020-11-09T10:10:35.846194Z,negative,Service client négatif
The Public,"The Public - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech","I dealt with Mr Hicham who takes care of the cash register, a person who sorely lacks professionalism, he gave me a disgraceful welcome devoid of any cordiality.",1,2024-07-08T11:25:51.505360Z,positive,Problèmes de communication (appels non répondus)
The Public,"The Public - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",good,5,2024-11-27T08:28:53.647764Z,positive,Avis positifs et satisfaction client
The Public,"The Public - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",bad,1,2022-01-03T12:21:26.818280Z,negative,Service client négatif
The Public,"The Public - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",good,4,2017-05-02T13:49:51.885Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh","Most of the time I withdraw cash from their ATM machine very easily with foreign bank cards, their ATM machine almost everywhere, it is quite convenient.",5,2019-09-25T16:10:52.805080Z,positive,Opérations bancaires et accès aux services
