bank_name,branch_name,location,review,rating,date,sentiment_label
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech",Bad service they don't answer calls and they disrespect their clients ashamed to have an agency like that,1,2023-10-17T10:41:06.572654Z,negative
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech","Visiting morocco from usa, used many atms here and tried this one, said withdrawal was declined even though inhave $23,000 in account, tried again, still failed, checked my bank and they withdrew the cash, went next day to speak to them and they said they cant do anything for me, they could of sinply checked the atm and seen the error but seems like they have it setup this way, took my money and caused scene at the bank, super rude, employees dont care, very unprofessional insulted me with curse words, avoide this bank like the plague from a fellow American",1,2018-07-17T03:06:32.501Z,negative
Attijariwafa Bank,"Attijariwafa Bank - 4 Bd Mohamed Zerktouni, Marrakech","4 Bd Mohamed Zerktouni, Marrakech","Great service, with welcome smiles from all the staff - so happy to be a client here",5,2023-06-26T01:39:13.825943Z,positive
Banque Populaire,"Banque Populaire Ibn Tofail - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh",Hello I'm going to the agency the cashier was taking his lunch break can you wait half an hour. This is unacceptable only one teller the bank is open and he is eating and no one can replace her never in my life I have seen that.. I return to the bank in the afternoon and there sorry ma'am there is no connection fortunately next to the teller there was another very competent young person she suddenly managed to unblock the system frankly it's a shame. Sometimes there are ten or fifteen of us waiting and as at the counter it's slow in the morning not too fast in the afternoon so we wait or we leave. I seriously think that the organization of this agency needs to be reviewed because I have never seen that in my life and I am over 70 years old....... It seems to me that when the cashier has his lunch someone can replace him. It seems that if he is not there one day the bank will stop giving money. I hope you can review the organization for this agency. THANKS. I dare to hope that the messages are read.,1,2025-02-05T19:11:15.119774Z,neutral
Banque Populaire,"Banque Populaire Ibn Tofail - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","Opinion on my recent experience at the Ibn Tofaïl agency

A loyal customer for many years, I went to your agency yesterday to make a simple cash withdrawal. My experience was unfortunately frustrating for several reasons:

Lack of clear signage at the counters:
Three counters were open, but no sign or indication specified the services offered at each. I chose an ATM at random and, after a few minutes of waiting, the teller informed me that it was not the right place for withdrawals. With profits of 3.5 billion DHR in 2023, is it not possible to invest in simple signs to guide customers?

Unreasonable waiting time:
After reaching the right counter, I waited more than 20 minutes even though there were only two customers in front of me. The slowness of the service was mainly due to the unavailability of a manager, essential to validate an operation. This absence paralyzed the process.

Incomprehensible administrative requirements:
Finally arriving at the counter to make my withdrawal, providing my account number and my national card, I was asked... for the passport used when opening the account. This appears to be a “regulatory” requirement. However, this passport has obviously expired (every passport in the world expires after a certain time) for years and is therefore no longer in my possession. Such a request is both illogical and a source of frustration, especially since the ID presented proves my identity indisputably.
Following my objection, the manager told me that my current passport could be suitable. So there’s the pompom! They quote me the regulations (passport used when opening the account) and then, we take the liberty of not respecting them, we accept another passport, but not a national card!!!

These various points reflect a total lack of consideration for customers and a lack of organization. A visit to an agency should be simple, quick and efficient, especially for routine operations such as withdrawals.

A soon to be ex-client of the Banque Populaire",1,2024-12-18T08:28:10.369542Z,positive
Banque Populaire,"Banque Populaire Ibn Tofail - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh",Customer for twenty years. Requesting consumer credit subsidized by the Mohammed 6 foundation. Normally 0%. So 2 surprises a certain injad insurance and death and disability insurance 400 dhs annually. If there is the possibility of giving zero stars I would not miss it. It's shameful and you make us sign things quickly (we're not stupid but I thought there was moral contact between us). Decision made change bank as soon as possible and no longer recommend....,1,2023-03-21T11:35:58.110925Z,neutral
Banque Populaire,"Banque Populaire Ibn Tofail - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","I requested an account transfer from this agency to another agency closer to me, unfortunately no response, I made the request a second time after 7 months, this time I was sure of sending the request but still no response.
They still say they haven't received the request.",1,2023-11-27T13:26:41.907678Z,negative
Banque Populaire,"Banque Populaire Ibn Tofail - JXQP+5V8, Marrakesh","JXQP+5V8, Marrakesh","Poor service with no professionalism.  We came for a payment, we were made to wait under the pretext that the cashier was on lunch break and it was almost 3 p.m.",1,2023-07-24T13:58:45.357730Z,negative
Banque populaire,"Banque populaire - M254+M63, Marrakech","M254+M63, Marrakech","These people don't deserve one start if I have option to rate them -5 starts I will . The only one who wears the mask is the security because he works with an other company,but the employee who work inside they don't wear mask and that will spread the virus and no health apartment watching these rude people to obey the rule against the virus. Bad service.",1,2021-04-01T11:19:15.034442Z,negative
Banque populaire,"Banque populaire - M254+M63, Marrakech","M254+M63, Marrakech","It's one of bank popular agency, have one ATM outside available 24h/7d",3,2019-11-03T15:25:57.469392Z,positive
Banque populaire,"Banque populaire - M254+M63, Marrakech","M254+M63, Marrakech",Poor service,1,2019-05-08T11:17:15.353512Z,negative
Banque populaire,"Banque populaire - M254+M63, Marrakech","M254+M63, Marrakech","I rate it zero, bad service",1,2025-02-03T09:22:29.499155Z,negative
Banque populaire,"Banque populaire - M254+M63, Marrakech","M254+M63, Marrakech","Poor customer reception
Very Bad behavior of the grumpy cashier no respect for customers
avoid this agency
I advise those in charge to review the agency's camera recordings",1,2022-08-12T11:54:13.620061Z,negative
BMCI,"BMCI - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","🏆 TOP TIP: Cash machine is perfectly located for all the main shops and restaurants of Gueliz.

I love this centrally based cash machine. Although many places I’m Gueliz take cards (always carry your plastic card not just the digital card on your phone), paying in local currency for taxis and some places is still important.

This is a reliable cash machine and has options in many languages.

Hidden Marrakech",5,2023-05-15T19:04:17.811250Z,positive
BMCI,"BMCI - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech",i wanted to walk out from the bank with my issue solved but not at all the guy who is working there insisted that i have to givehim my bank card to fixmy problem never before in any other bank i had to give my credit card to any worker,1,2024-07-22T15:47:09.949272Z,positive
BMCI,"BMCI - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","After 40 years of work at BNP, it seemed normal to me to open my MAD account transferable to BMCI. What an error, after having been received on February 9, 2024 by a customer advisor, and provided all the necessary and valid documents, today 3 months later we do not have a RIB. It is impossible to have a meeting with the Agency Director, nor with the Entity Director. We were patient, made complaints, supposedly relayed by our kind Advisor, exchanges of messages supposedly transmitted by him to his validation services. Today, after a new attempt, we were ignored by the Agency Director and his superior, humiliated by this Management which, by its contempt, does not make us want to continue possible relationships which started so badly. We were patient, but more confident. We entered a Banque Populaire branch, received straight away by a charming Branch Manager, and not by a subordinate whose skills I could question, and with a minimum of documents, the account opening was easy. IMMEDIATE Flee this BMCI agency friends of Guéliz and Marrakech, don't waste your time.",1,2024-05-08T16:17:45.093965Z,positive
BMCI,"BMCI - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","Do not answer the phone, plus their counters pose problems",1,2024-09-09T13:38:44.480919Z,negative
BMCI,"BMCI - Avenue Mohamed V, Marrakech","Avenue Mohamed V, Marrakech","The worst agency ever, to avoid. No receipt of account statements, extreme slowness in responding to emails (you have to constantly relaunch them and even no response), cumbersome paperwork to just validate a beneficiary, do not answer the phone in short, the slightest request is a real ordeal in this agency especially if you have a professional account there. They don't know about digitalization. Choose another bank, it will save you time.",1,2020-12-17T09:50:27.216250Z,negative
BMCI,"BMCI - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",Good service,3,2015-12-21T23:36:17.813Z,positive
BMCI,"BMCI - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","Less than zero service, inappropriate behavior towards customers, and the bank manager was not present for more than 3 hours of waiting 🥱 and she did not come on the basis that she went to lunch ☹️
Knowing that there was only a security guard and a receptionist",1,2024-09-20T19:08:07.012738Z,positive
BMCI,"BMCI - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","I do not recommend this bank, zero service, slow staff and do not understand or pretend not to understand the requests. As a result, we waste a lot of time doing things in this agency. There is still a system problem.",1,2024-02-16T14:02:11.201528Z,negative
BMCI,"BMCI - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",It's good,4,2017-03-22T01:02:13.572Z,positive
BMCI,"BMCI - et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech","et avenue de la IVème DMM, Angle Bd Mohamed VI, Marrakech",bad,1,2020-11-09T10:10:35.846194Z,negative
The Public,"The Public Company - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech","I dealt with Mr Hicham who takes care of the cash register, a person who sorely lacks professionalism, he gave me a disgraceful welcome devoid of any cordiality.",1,2024-07-08T11:25:51.505360Z,positive
The Public,"The Public Company - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",good,5,2024-11-27T08:28:53.647764Z,positive
The Public,"The Public Company - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",bad,1,2022-01-03T12:21:26.818280Z,negative
The Public,"The Public Company - 12 Rue Khalid Ben El Oualid, Marrakech","12 Rue Khalid Ben El Oualid, Marrakech",good,4,2017-05-02T13:49:51.885Z,positive
Banque populaire,"Banque populaire moulay ismail - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh","Most of the time I withdraw cash from their ATM machine very easily with foreign bank cards, their ATM machine almost everywhere, it is quite convenient.",5,2019-09-25T16:10:52.805080Z,positive
Banque populaire,"Banque populaire moulay ismail - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh",Good service.,5,2021-03-08T16:09:14.408121Z,positive
Banque populaire,"Banque populaire moulay ismail - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh",good,5,2021-05-21T13:57:00.278915Z,positive
Banque populaire,"Banque populaire moulay ismail - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh",bad,1,2023-12-03T12:40:12.438955Z,negative
Banque populaire,"Banque populaire moulay ismail - J2F5+6H5, Rue Bani Marine, Marrakesh","J2F5+6H5, Rue Bani Marine, Marrakesh",good,5,2018-06-01T15:27:25.613Z,positive
du Maroc,"du Maroc - Agence Marrakech Medina - J2F6+VC2, Pass. Prince Moulay Rachid, Marrakech","J2F6+VC2, Pass. Prince Moulay Rachid, Marrakech","ATM works well, and I was able to use my Revolut card. The transaction had a 22MAD fee.",5,2025-01-05T21:03:40.335099Z,positive
du Maroc,"du Maroc - Agence Marrakech Medina - J2F6+VC2, Pass. Prince Moulay Rachid, Marrakech","J2F6+VC2, Pass. Prince Moulay Rachid, Marrakech",Everything worked well. Withdrew with Visa Revolut.,5,2025-02-23T20:48:39.814070Z,positive
CIH BANK,"CIH BANK - 187 Av. Mohammed V, Marrakech","187 Av. Mohammed V, Marrakech",Very good'special model'Shopworkres sets-up good-lovexepted guestimatelly keeps-told thankfullove moral'slive yous'suited set-upsed my information personal quality information dipartements withe love policy and to time of overtime,5,2024-04-16T10:24:44.590840Z,positive
CIH BANK,"CIH BANK - 187 Av. Mohammed V, Marrakech","187 Av. Mohammed V, Marrakech","We bring our money to you , then they pay you , without us (costumers ) and our money you can’t do nothing over there , so you MUST do your job , also there is people who speak Chinese , English but no French ! , please improve your communication skills !!",1,2023-08-28T11:53:40.801027Z,positive
CIH BANK,"CIH BANK - 187 Av. Mohammed V, Marrakech","187 Av. Mohammed V, Marrakech","Worst customer experience I've ever had.  I try to reach them on the phone but they are not responding at all.
Very very bad !!!",1,2022-02-10T08:10:42.947664Z,negative
CIH BANK,"CIH BANK - 187 Av. Mohammed V, Marrakech","187 Av. Mohammed V, Marrakech","How ridiculous in according to the banking ordinance of this bank, foreigners are NOT allowed to send money unless you have a resident ID card, over the years living myself as an expat in Morocco, I paid my house rental payment in different banks without any problem, including the postal banking, this is the first time that I saw a Moroccan bank not allowed foreigners to send money to Moroccan people’s bank account, the narrowed service like this, it forced the landlord of my rental house opened an account in another bank, in order I could pay him the rental payment since he’s living in another city.",1,2019-07-02T19:40:32.649793Z,negative
CIH BANK,"CIH BANK - 187 Av. Mohammed V, Marrakech","187 Av. Mohammed V, Marrakech",The best bank they have a lot of offers,5,2019-08-14T02:21:22.141080Z,positive
Attijariwafa Bank,"Attijariwafa Bank - MX6C+W98, Marrakech","MX6C+W98, Marrakech","The branch offers exceptional banking services with a focus on professionalism, efficiency, and a welcoming atmosphere.. thanks to Loubna and the team",5,2024-06-13T15:57:32.505723Z,positive
Attijariwafa Bank,"Attijariwafa Bank - MX6C+W98, Marrakech","MX6C+W98, Marrakech","Went there to pick some cash, queued for half an hour, went in one of the staff is absent, the young lady on the desk spent more than half an hour with her cause of the app so I have to queue again. I think the manners of all the banks and other sectors are very bad, their phones ring and they should not while they are in duty although the young lady attitude is quite good.",1,2021-05-26T11:50:34.137710Z,negative
Attijariwafa Bank,"Attijariwafa Bank - MX6C+W98, Marrakech","MX6C+W98, Marrakech",Not the best choice to open an account little bit harder than the normal process don't waste your time here.,1,2023-06-27T08:41:21.066637Z,negative
Attijariwafa Bank,"Attijariwafa Bank - MX6C+W98, Marrakech","MX6C+W98, Marrakech",Null,1,2024-07-26T12:00:37.829742Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - MX6C+W98, Marrakech","MX6C+W98, Marrakech",Service nuuuul,1,2023-10-06T17:38:22.147681Z,neutral
Banque Populaire,"Banque Populaire Agency door Gmat - J2CH+VX6, Av. Al Oued, Marrakech","J2CH+VX6, Av. Al Oued, Marrakech","Bad service, any time I visit this branch all of them in lunchtime in the morning and evening,
even in Ramadan they will say they are in lunch break.
I have to close my account because of these people who works in this branch...",1,2021-04-12T14:45:13.612756Z,negative
